vector,average
"[(0, 0, 6)]",10.30952380952381
"[(0, 5, 7)]",10.119047619047619
"[(0, 1, 2)]",10.261904761904763
"[(0, 0, 4)]",10.404761904761905
"[(0, 0, 3)]",10.404761904761905
"[(0, 4, 0)]",10.285714285714286
"[(1, 2, 1)]",10.119047619047619
"[(1, 3, 4)]",10.357142857142858
"[(1, 5, 2)]",10.452380952380953
"[(0, 1, 7)]",10.523809523809524
"[(0, 2, 6)]",10.571428571428571
"[(0, 1, 0)]",10.19047619047619
"[(1, 0, 5)]",10.5
"[(0, 2, 2)]",10.261904761904763
"[(0, 5, 6)]",10.119047619047619
"[(1, 6, 1)]",10.119047619047619
"[(1, 4, 5)]",10.119047619047619
"[(1, 3, 6)]",10.785714285714286
"[(1, 3, 3)]",10.30952380952381
"[(1, 4, 4)]",10.30952380952381
"[(1, 1, 1)]",10.119047619047619
"[(0, 5, 5)]",10.119047619047619
"[(0, 3, 1)]",10.547619047619047
"[(0, 4, 0)]",10.285714285714286
"[(1, 2, 5)]",10.619047619047619
"[(0, 2, 4)]",10.404761904761905
"[(0, 6, 6)]",10.119047619047619
"[(0, 0, 3)]",10.404761904761905
"[(0, 1, 4)]",10.214285714285714
"[(1, 2, 4)]",10.30952380952381
"[(1, 0, 6)]",10.30952380952381
"[(1, 4, 7)]",10.452380952380953
"[(1, 3, 6)]",10.785714285714286
"[(1, 5, 4)]",10.119047619047619
"[(0, 1, 0)]",10.19047619047619
"[(0, 1, 0)]",10.19047619047619
"[(0, 3, 0)]",10.19047619047619
"[(1, 0, 0)]",10.119047619047619
"[(0, 3, 3)]",10.595238095238095
"[(1, 0, 5)]",10.5
"[(1, 0, 5)]",10.5
"[(1, 5, 5)]",10.119047619047619
"[(1, 6, 5)]",10.119047619047619
"[(1, 1, 0)]",10.119047619047619
"[(1, 6, 4)]",10.119047619047619
"[(0, 3, 2)]",10.595238095238095
"[(0, 0, 0)]",10.19047619047619
"[(0, 6, 4)]",10.119047619047619
"[(1, 2, 4)]",10.30952380952381
"[(0, 1, 1)]",10.261904761904763
"[(1, 6, 0)]",10.119047619047619
"[(0, 1, 4)]",10.214285714285714
"[(1, 2, 0)]",10.119047619047619
"[(1, 6, 6)]",10.119047619047619
"[(1, 2, 7)]",10.119047619047619
"[(1, 5, 1)]",10.452380952380953
"[(0, 2, 1)]",10.261904761904763
"[(1, 1, 6)]",10.69047619047619
"[(1, 4, 3)]",10.452380952380953
"[(1, 4, 4)]",10.30952380952381
"[(1, 2, 3)]",10.261904761904763
"[(0, 0, 6)]",10.30952380952381
"[(0, 0, 2)]",10.261904761904763
"[(0, 6, 5)]",10.119047619047619
"[(1, 6, 4)]",10.119047619047619
"[(0, 0, 7)]",10.30952380952381
"[(0, 5, 1)]",10.833333333333334
"[(0, 3, 3)]",10.595238095238095
"[(0, 5, 6)]",10.119047619047619
"[(0, 5, 4)]",10.119047619047619
"[(1, 2, 2)]",10.119047619047619
"[(0, 0, 6)]",10.30952380952381
"[(0, 4, 2)]",10.595238095238095
"[(0, 1, 4)]",10.214285714285714
"[(1, 6, 0)]",10.119047619047619
"[(0, 5, 5)]",10.119047619047619
"[(1, 0, 6)]",10.30952380952381
"[(0, 5, 5)]",10.119047619047619
"[(0, 3, 0)]",10.19047619047619
"[(0, 2, 0)]",10.19047619047619
"[(0, 2, 1)]",10.261904761904763
"[(0, 0, 7)]",10.30952380952381
"[(1, 2, 7)]",10.119047619047619
"[(0, 2, 6)]",10.571428571428571
"[(1, 2, 5)]",10.619047619047619
"[(0, 6, 7)]",10.119047619047619
"[(1, 3, 3)]",10.30952380952381
"[(1, 6, 1)]",10.119047619047619
"[(1, 0, 7)]",10.119047619047619
"[(0, 0, 2)]",10.261904761904763
"[(0, 6, 5)]",10.119047619047619
"[(1, 2, 5)]",10.619047619047619
"[(0, 5, 7)]",10.119047619047619
"[(0, 3, 7)]",10.285714285714286
"[(0, 0, 3)]",10.404761904761905
"[(0, 1, 7)]",10.523809523809524
"[(0, 2, 2)]",10.261904761904763
"[(0, 2, 4)]",10.404761904761905
"[(1, 2, 5)]",10.619047619047619
"[(0, 6, 1)]",10.547619047619047
"[(1, 3, 4)]",10.380952380952381
"[(1, 0, 3)]",10.119047619047619
"[(1, 4, 4)]",10.30952380952381
"[(0, 5, 1)]",10.833333333333334
"[(1, 4, 0)]",10.214285714285714
"[(0, 5, 5)]",10.119047619047619
"[(1, 5, 0)]",10.285714285714286
"[(0, 4, 5)]",10.619047619047619
"[(1, 2, 0)]",10.119047619047619
"[(0, 2, 6)]",10.571428571428571
"[(0, 0, 7)]",10.30952380952381
"[(0, 1, 2)]",10.261904761904763
"[(0, 4, 1)]",10.595238095238095
"[(0, 0, 1)]",10.261904761904763
"[(1, 2, 6)]",10.738095238095237
"[(0, 2, 3)]",10.595238095238095
"[(0, 3, 3)]",10.595238095238095
"[(0, 3, 2)]",10.595238095238095
"[(1, 5, 1)]",10.452380952380953
"[(1, 3, 4)]",10.380952380952381
