vector,average
"[(1, 0, 3), (1, 4, 0)]",8.136666666666667
"[(1, 0, 0), (1, 4, 1)]",8.136666666666667
"[(1, 0, 3), (1, 2, 1)]",9.116666666666667
"[(0, 4, 2), (1, 2, 4)]",8.123333333333333
"[(1, 0, 4), (1, 3, 2)]",8.33
"[(1, 3, 2), (1, 4, 4)]",8.07
"[(0, 5, 2), (1, 1, 0)]",8.256666666666666
"[(0, 4, 6), (1, 2, 1)]",9.236666666666666
"[(1, 3, 0), (1, 4, 1)]",8.156666666666666
"[(1, 0, 3), (1, 4, 4)]",8.156666666666666
"[(0, 4, 6), (1, 4, 3)]",8.31
"[(1, 0, 1), (1, 1, 4)]",8.25
"[(1, 0, 0), (1, 2, 4)]",8.23
"[(1, 0, 2), (1, 4, 1)]",7.96
"[(1, 0, 2), (1, 1, 4)]",8.25
"[(1, 2, 1), (1, 3, 4)]",9.073333333333334
"[(1, 0, 4), (1, 2, 2)]",9.14
"[(0, 5, 6), (1, 0, 3)]",8.256666666666666
"[(0, 5, 2), (1, 4, 4)]",8.07
"[(1, 0, 4), (1, 2, 1)]",9.19
"[(0, 4, 2), (1, 4, 3)]",8.103333333333333
"[(1, 0, 0), (1, 4, 0)]",8.116666666666667
"[(0, 5, 2), (1, 2, 2)]",9.276666666666667
"[(0, 4, 6), (1, 1, 3)]",8.686666666666667
"[(1, 1, 2), (1, 4, 4)]",8.563333333333333
"[(1, 2, 1), (1, 2, 2)]",9.256666666666666
"[(1, 2, 0), (1, 4, 1)]",7.95
"[(1, 1, 1), (1, 1, 4)]",8.863333333333333
"[(0, 5, 6), (1, 1, 4)]",8.36
"[(1, 4, 1), (1, 4, 4)]",7.97
"[(1, 2, 3), (1, 3, 1)]",8.46
"[(1, 1, 4), (1, 2, 1)]",9.22
"[(1, 0, 1), (1, 2, 2)]",8.87
"[(1, 0, 1), (1, 3, 3)]",8.29
"[(1, 1, 3), (1, 2, 3)]",8.606666666666667
"[(1, 0, 3), (1, 3, 3)]",8.486666666666666
"[(1, 0, 0), (1, 2, 3)]",8.526666666666667
