vector,average
"[(0, 1, 4), (1, 0, 2), (1, 1, 1), (1, 1, 4), (1, 4, 3)]",9.87
"[(0, 5, 2), (0, 5, 6), (1, 2, 4), (1, 4, 3), (1, 4, 4)]",9.553333333333333
"[(1, 1, 2), (1, 1, 3), (1, 2, 1), (1, 3, 1), (1, 3, 2)]",9.746666666666666
"[(0, 4, 6), (1, 1, 0), (1, 1, 1), (1, 1, 3), (1, 2, 3)]",9.31
"[(0, 5, 6), (1, 0, 1), (1, 1, 1), (1, 1, 3), (1, 4, 0)]",9.35
"[(0, 4, 2), (1, 0, 1), (1, 3, 3), (1, 3, 4), (1, 4, 1)]",8.553333333333333
"[(0, 2, 4), (0, 4, 6), (1, 1, 4), (1, 2, 1), (1, 3, 4)]",9.77
"[(0, 4, 6), (0, 5, 6), (1, 0, 4), (1, 2, 2), (1, 3, 1)]",9.433333333333334
"[(1, 0, 2), (1, 1, 2), (1, 2, 3), (1, 3, 4), (1, 4, 0)]",8.82
"[(1, 0, 0), (1, 2, 3), (1, 3, 0), (1, 3, 2), (1, 4, 3)]",8.853333333333333
"[(1, 0, 1), (1, 0, 2), (1, 1, 2), (1, 3, 4), (1, 4, 1)]",8.736666666666666
"[(0, 2, 4), (1, 1, 4), (1, 2, 2), (1, 3, 0), (1, 3, 3)]",9.89
"[(0, 1, 4), (1, 0, 2), (1, 2, 2), (1, 3, 0), (1, 3, 2)]",9.9
"[(0, 5, 2), (1, 1, 0), (1, 1, 4), (1, 2, 0), (1, 2, 1)]",9.506666666666666
"[(0, 5, 6), (1, 0, 3), (1, 1, 4), (1, 2, 2), (1, 3, 2)]",9.413333333333334
"[(1, 0, 2), (1, 2, 3), (1, 3, 2), (1, 4, 1), (1, 4, 2)]",8.49
"[(1, 0, 2), (1, 1, 0), (1, 1, 4), (1, 3, 1), (1, 3, 4)]",8.636666666666667
"[(1, 0, 0), (1, 1, 2), (1, 2, 4), (1, 3, 1), (1, 4, 3)]",9.056666666666667
"[(0, 2, 4), (0, 4, 2), (1, 0, 4), (1, 3, 1), (1, 4, 2)]",9.496666666666666
"[(0, 2, 4), (0, 5, 2), (1, 0, 0), (1, 1, 0), (1, 1, 2)]",9.68
"[(0, 4, 2), (1, 0, 2), (1, 0, 3), (1, 0, 4), (1, 2, 3)]",8.986666666666666
"[(0, 2, 4), (1, 0, 2), (1, 1, 1), (1, 2, 1), (1, 4, 2)]",9.833333333333334
"[(0, 1, 4), (0, 4, 6), (1, 1, 2), (1, 2, 3), (1, 2, 4)]",10.0
"[(0, 1, 4), (0, 5, 2), (0, 5, 6), (1, 0, 4), (1, 1, 4)]",10.23
"[(0, 5, 2), (1, 0, 3), (1, 2, 1), (1, 2, 2), (1, 3, 4)]",9.706666666666667
"[(0, 4, 2), (1, 1, 3), (1, 3, 2), (1, 4, 0), (1, 4, 1)]",9.23
"[(0, 4, 6), (1, 1, 1), (1, 2, 3), (1, 3, 0), (1, 4, 0)]",9.25
"[(0, 2, 4), (0, 4, 2), (1, 0, 1), (1, 2, 1), (1, 3, 1)]",9.586666666666666
"[(0, 1, 4), (0, 2, 4), (0, 4, 6), (1, 0, 2), (1, 3, 0)]",9.41
"[(0, 4, 6), (1, 1, 1), (1, 1, 4), (1, 3, 2), (1, 4, 2)]",9.586666666666666
