modification,parent,index,visited_children,walls,special_cells,leaf,sum_reward,count,layer
,,0,"[1, 2, 5, 8, 11, 14, 15, 16, 19, 20, 21, 22, 25, 26, 29, 32, 35, 38, 41, 44, 47, 50, 51, 54, 55, 56, 57, 60, 61]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]",[],False,639.5399999999998,1000,0
2,0,1,"[87, 131, 196, 198, 200, 204, 240, 279, 325, 357, 417, 464, 520, 590, 654, 692, 782, 932, 934, 936, 938]","[(1, 4), (2, 4), (4, 6), (5, 2), (5, 6)]",[],False,6.3533333333333335,22,1
19,0,2,"[3, 83, 146, 219, 303, 360, 460, 569, 715, 917]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 3)]",False,0.37333333333333485,10,1
20,2,3,[4],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 3), (2, 4)]",False,0.07333333333333414,1,2
23,3,4,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 3), (2, 4), (3, 2)]",True,0.07333333333333414,1,3
7,0,5,"[6, 73, 124, 186, 265, 294, 374, 453, 543, 678, 831]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 1)]",False,0.9333333333333336,11,1
10,5,6,[7],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 1), (0, 4)]",False,0.3966666666666665,1,2
14,6,7,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 1), (0, 4), (1, 3)]",True,0.3966666666666665,1,3
18,0,8,"[9, 69, 113, 143, 178, 213, 244, 271, 295, 334, 358]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2)]",False,15.093333333333334,28,1
20,8,9,"[10, 467, 944]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 4)]",False,1.6133333333333333,3,2
29,9,10,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 4), (4, 3)]",True,0.5666666666666664,1,3
3,0,11,"[12, 79, 135, 209, 261, 338, 356, 446, 468, 564, 670, 723, 922]","[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]",[],False,2.0100000000000016,13,1
14,11,12,[13],"[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]","[(1, 3)]",False,0.18666666666666742,1,2
26,12,13,[],"[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]","[(1, 3), (4, 0)]",True,0.18666666666666742,1,3
25,0,14,"[89, 150, 228, 311]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 4)]",False,0,9,1
15,0,15,"[90, 130, 195, 275, 277, 344, 414, 479, 576, 709, 907]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 4)]",False,1.2366666666666664,12,1
5,0,16,"[17, 76, 132, 202, 280, 307, 386, 434, 436, 438, 440, 473, 544, 593, 679, 681, 732, 885]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2)]",[],False,4.669999999999996,18,1
13,16,17,[18],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2)]","[(1, 2)]",False,0.3266666666666662,1,2
25,17,18,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2)]","[(1, 2), (3, 4)]",True,0.3266666666666662,1,3
24,0,19,"[92, 151, 229, 312, 406]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 3)]",False,0,9,1
26,0,20,"[93, 152, 230]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(4, 0)]",False,0,9,1
22,0,21,"[94, 153, 231, 314, 408, 502, 646]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 1)]",False,0.023333333333333428,9,1
21,0,22,"[23, 86, 149, 225, 310, 404, 498, 641]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 0)]",False,0.11333333333333329,9,1
24,22,23,[24],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 0), (3, 3)]",False,0.0066666666666659324,1,2
28,23,24,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 0), (3, 3), (4, 2)]",True,0.0066666666666659324,1,3
20,0,25,"[95, 154, 232, 315, 409, 503, 647, 810]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 4)]",False,0.013333333333333641,9,1
11,0,26,"[27, 84, 107, 145, 203, 264, 330, 401, 430, 492, 585, 714, 909]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0)]",False,1.6433333333333326,13,1
19,26,27,[28],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (2, 3)]",False,0.06666666666666643,1,2
27,27,28,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0), (2, 3), (4, 1)]",True,0.06666666666666643,1,3
12,0,29,"[30, 80, 126, 170, 172, 184, 215, 251, 292, 336, 380, 428, 442, 457, 507, 557, 588]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 1)]",False,12.683333333333332,28,1
16,29,30,[31],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 1), (2, 0)]",False,0.16666666666666607,1,2
20,30,31,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 1), (2, 0), (2, 4)]",True,0.16666666666666607,1,3
17,0,32,"[33, 67, 109, 122, 160, 180, 207, 221, 249, 284, 308, 340]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1)]",False,22.463333333333335,37,1
21,32,33,"[34, 450, 687]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (3, 0)]",False,2.2300000000000004,3,2
27,33,34,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (3, 0), (4, 1)]",True,0.6266666666666669,1,3
6,0,35,"[36, 82, 141, 165, 239, 321, 396, 474, 581, 677, 829]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0)]",False,0.9366666666666674,11,1
19,35,36,[37],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (2, 3)]",False,0.14000000000000057,1,2
20,36,37,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (2, 3), (2, 4)]",True,0.14000000000000057,1,3
13,0,38,"[39, 74, 116, 147, 193, 242, 299, 352, 422, 476, 567, 574, 674, 728, 886, 888]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2)]",False,12.926666666666666,31,1
21,38,39,"[40, 897]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (3, 0)]",False,0.7133333333333329,2,2
29,39,40,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (3, 0), (4, 3)]",True,0.3433333333333337,1,3
