modification,parent,index,visited_children,walls,special_cells,leaf,sum_reward,count,layer
,,0,"[1, 2, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 26, 27, 28, 29, 30, 35, 40, 41, 42, 43, 48, 49, 50, 55]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]",[],False,2360.6299999999937,2500,0
25,0,1,"[80, 150]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 4)]",False,0,14,1
17,0,2,"[3, 61, 116, 138, 190, 218, 283, 332, 376, 446]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1)]",False,7.829999999999998,30,1
20,2,3,"[4, 495, 1207]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 4)]",False,0.9699999999999989,3,2
21,3,4,[5],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 4), (3, 0)]",False,0.6799999999999997,1,3
23,4,5,[6],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 4), (3, 0), (3, 2)]",False,0.6799999999999997,1,4
24,5,6,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 4), (3, 0), (3, 2), (3, 3)]",True,0.6799999999999997,1,5
20,0,7,"[81, 151, 223, 323, 406, 520, 613]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 4)]",False,0,14,1
22,0,8,"[82, 152, 224, 324, 407]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 1)]",False,0,14,1
23,0,9,"[83, 153, 225, 325]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 2)]",False,0,14,1
24,0,10,"[84, 154, 226]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 3)]",False,0,14,1
10,0,11,"[85, 108, 124, 179, 206, 276, 300, 349, 385, 468, 490, 547, 595, 695, 717, 789, 918]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 4)]",False,5.193333333333333,29,1
8,0,12,"[89, 155, 227, 311, 392, 512, 594, 733, 802, 1012, 1178, 1182, 1183, 1363, 1514, 1580, 2261]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 2)]",False,1.6666666666666643,18,1
11,0,13,"[90, 156, 231, 235, 239, 243, 280, 336, 374, 450, 511, 555, 628, 691, 741, 811]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 0)]",False,4.8100000000000005,28,1
5,0,14,"[91, 126, 205, 291, 368, 393, 433, 437, 455, 514, 563, 673, 737, 822, 826, 911, 996, 1048, 1084, 1223, 1318, 1322]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2)]",[],False,12.366666666666662,46,1
13,0,15,"[16, 60, 120, 178, 211, 301, 364, 438, 513, 576, 702, 793, 990, 1141]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2)]",False,3.8200000000000003,25,1
17,15,16,"[17, 1281, 1287]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (2, 1)]",False,2.369999999999999,3,2
25,16,17,[18],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (2, 1), (3, 4)]",False,0.8000000000000007,1,3
28,17,18,[19],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (2, 1), (3, 4), (4, 2)]",False,0.8000000000000007,1,4
29,18,19,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (2, 1), (3, 4), (4, 2), (4, 3)]",True,0.8000000000000007,1,5
3,0,20,"[95, 157, 185, 271, 318, 372, 457, 533, 603, 607, 611, 715, 794, 882, 886, 890, 894, 895, 899, 903, 904, 972, 1047, 1154]","[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]",[],False,7.890000000000001,35,1
18,0,21,"[22, 75, 147, 207, 302, 380, 482, 559, 684]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2)]",False,1.740000000000002,18,1
20,21,22,"[23, 786]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 4)]",False,0.20333333333333314,2,2
23,22,23,[24],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 4), (3, 2)]",False,0.10666666666666735,1,3
27,23,24,[25],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 4), (3, 2), (4, 1)]",False,0.10666666666666735,1,4
29,24,25,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 4), (3, 2), (4, 1), (4, 3)]",True,0.10666666666666735,1,5
21,0,26,"[96, 161, 244, 327, 410, 524]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 0)]",False,0,14,1
9,0,27,"[97, 162, 184, 270, 317, 387, 498, 549, 658, 753, 907, 991, 1142, 1295, 1477, 1644]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 3)]",False,1.200000000000001,17,1
12,0,28,"[98, 166, 180, 249, 266, 296, 316, 375, 456, 518, 572, 659, 703, 779, 905]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 1)]",False,5.326666666666668,27,1
26,0,29,[99],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(4, 0)]",False,0,14,1
4,0,30,"[31, 65, 125, 186, 194, 253, 281, 345, 363, 426, 494, 554, 624, 680, 728, 732, 765, 838, 842, 846, 850, 872, 953]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 6)]",[],False,12.530000000000001,45,1
5,30,31,"[32, 1052, 1144]","[(1, 4), (2, 4), (4, 2), (4, 6)]",[],False,2.289999999999999,3,2
9,31,32,[33],"[(1, 4), (2, 4), (4, 2), (4, 6)]","[(0, 3)]",False,0.5733333333333341,1,3
15,32,33,[34],"[(1, 4), (2, 4), (4, 2), (4, 6)]","[(0, 3), (1, 4)]",False,0.5733333333333341,1,4
27,33,34,[],"[(1, 4), (2, 4), (4, 2), (4, 6)]","[(0, 3), (1, 4), (4, 1)]",True,0.5733333333333341,1,5
2,0,35,"[36, 67, 134, 146, 200, 265, 307, 358, 397, 427, 431, 432, 451, 473, 532, 564, 568, 653, 707, 769, 774, 778, 831, 965, 1037]","[(1, 4), (2, 4), (4, 6), (5, 2), (5, 6)]",[],False,9.940000000000001,40,1
6,35,36,"[37, 1553]","[(1, 4), (2, 4), (4, 6), (5, 2), (5, 6)]","[(0, 0)]",False,1.0333333333333332,2,2
22,36,37,[38],"[(1, 4), (2, 4), (4, 6), (5, 2), (5, 6)]","[(0, 0), (3, 1)]",False,0.22000000000000064,1,3
24,37,38,[39],"[(1, 4), (2, 4), (4, 6), (5, 2), (5, 6)]","[(0, 0), (3, 1), (3, 3)]",False,0.22000000000000064,1,4
30,38,39,[],"[(1, 4), (2, 4), (4, 6), (5, 2), (5, 6)]","[(0, 0), (3, 1), (3, 3), (4, 4)]",True,0.22000000000000064,1,5
16,0,40,"[100, 171, 246, 329, 411, 525, 618, 763, 963, 1136, 1150]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 0)]",False,0.3999999999999986,15,1
19,0,41,"[101, 172, 247, 330, 412, 526, 619, 764]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 3)]",False,0,14,1
6,0,42,"[102, 173, 248, 331, 413, 527, 620, 711, 724, 798, 995, 1155, 1314, 1368, 1372, 1373, 1377, 1381, 1385, 1386, 1387]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0)]",False,6.713333333333335,33,1
14,0,43,"[44, 79, 149, 216, 312, 386, 506, 577, 581, 666, 773, 925, 1088]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3)]",False,3.0333333333333314,23,1
15,43,44,"[45, 1100]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 4)]",False,0.07666666666666622,2,2
16,44,45,[46],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 4), (2, 0)]",False,0.07666666666666622,1,3
22,45,46,[47],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 4), (2, 0), (3, 1)]",False,0.07666666666666622,1,4
24,46,47,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 4), (2, 0), (3, 1), (3, 3)]",True,0.07666666666666622,1,5
15,0,48,"[103, 174, 199, 282, 362, 463, 553, 667, 671, 716, 806, 810]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 4)]",False,2.206666666666667,20,1
7,0,49,"[104, 148, 212, 217, 306, 373, 472, 548, 657, 752, 906, 1060, 1239, 1431, 1582, 2242, 2394]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 1)]",False,1.2200000000000006,18,1
1,0,50,"[51, 66, 130, 204, 287, 357, 458, 462, 474, 486, 534, 596, 672, 742, 746, 750, 751, 830, 977, 981, 985, 989, 1067, 1077, 1196, 1243]","[(1, 4), (4, 2), (4, 6), (5, 2), (5, 6)]",[],False,11.706666666666665,41,1
5,50,51,"[52, 1493]","[(1, 4), (4, 2), (4, 6), (5, 2)]",[],False,0.793333333333333,2,2
11,51,52,[53],"[(1, 4), (4, 2), (4, 6), (5, 2)]","[(1, 0)]",False,0.25,1,3
14,52,53,[54],"[(1, 4), (4, 2), (4, 6), (5, 2)]","[(1, 0), (1, 3)]",False,0.25,1,4
27,53,54,[],"[(1, 4), (4, 2), (4, 6), (5, 2)]","[(1, 0), (1, 3), (4, 1)]",True,0.25,1,5
0,0,55,"[56, 71, 112, 142, 195, 257, 261, 272, 292, 337, 341, 353, 381, 388, 401, 414, 418, 422, 442, 464, 478, 502, 507, 528, 535, 539, 543]","[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]",[],False,2261.0366666666614,1880,1
1,55,56,"[57, 854, 941, 1107, 1437, 1629, 1802, 1963, 2131, 2340, 2358, 2601, 2842]","[(4, 2), (4, 6), (5, 2), (5, 6)]",[],False,3.9766666666666666,13,2
6,56,57,[58],"[(4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0)]",False,0.21666666666666679,1,3
21,57,58,[59],"[(4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (3, 0)]",False,0.21666666666666679,1,4
28,58,59,[],"[(4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 0), (3, 0), (4, 2)]",True,0.21666666666666679,1,5
27,15,60,[1294],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2), (4, 1)]",False,0,2,2
22,2,61,"[62, 600, 1265]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (3, 1)]",False,0.6400000000000006,3,2
24,61,62,[63],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (3, 1), (3, 3)]",False,0.4033333333333342,1,3
25,62,63,[64],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (3, 1), (3, 3), (3, 4)]",False,0.4033333333333342,1,4
