vector,average
"[(0, 1, 4), (1, 0, 3), (1, 1, 3), (1, 2, 2), (1, 3, 0), (1, 4, 0)]",10.216666666666667
"[(1, 0, 2), (1, 1, 0), (1, 1, 2), (1, 1, 4), (1, 2, 3), (1, 4, 2)]",8.986666666666666
"[(0, 5, 6), (1, 0, 0), (1, 0, 2), (1, 1, 1), (1, 2, 4), (1, 3, 2)]",9.556666666666667
"[(0, 4, 2), (1, 1, 1), (1, 1, 3), (1, 2, 1), (1, 2, 3), (1, 3, 4)]",9.923333333333334
"[(0, 5, 6), (1, 0, 2), (1, 1, 3), (1, 2, 2), (1, 3, 1), (1, 3, 4)]",9.963333333333333
"[(0, 2, 4), (0, 4, 2), (1, 0, 4), (1, 2, 4), (1, 3, 2), (1, 4, 3)]",9.273333333333333
"[(1, 0, 0), (1, 0, 3), (1, 1, 1), (1, 3, 3), (1, 3, 4), (1, 4, 4)]",9.44
"[(0, 1, 4), (0, 5, 2), (1, 0, 3), (1, 1, 2), (1, 2, 1), (1, 3, 4)]",10.436666666666667
"[(1, 0, 0), (1, 0, 2), (1, 1, 4), (1, 2, 0), (1, 2, 3), (1, 4, 0)]",8.846666666666666
"[(0, 2, 4), (0, 4, 2), (0, 4, 6), (1, 1, 4), (1, 2, 3), (1, 3, 1)]",10.386666666666667
"[(1, 0, 4), (1, 2, 1), (1, 3, 0), (1, 3, 1), (1, 3, 3), (1, 4, 0)]",9.766666666666667
"[(0, 5, 6), (1, 2, 0), (1, 2, 2), (1, 2, 4), (1, 3, 0), (1, 4, 1)]",9.27
"[(0, 4, 2), (0, 4, 6), (1, 0, 4), (1, 1, 0), (1, 3, 0), (1, 4, 4)]",9.153333333333334
"[(0, 4, 2), (0, 5, 6), (1, 0, 0), (1, 0, 3), (1, 2, 0), (1, 3, 3)]",9.223333333333333
"[(0, 5, 6), (1, 2, 2), (1, 2, 3), (1, 3, 1), (1, 3, 2), (1, 4, 1)]",9.286666666666667
"[(1, 0, 2), (1, 2, 0), (1, 2, 1), (1, 2, 3), (1, 2, 4), (1, 3, 2)]",9.296666666666667
"[(0, 2, 4), (0, 5, 2), (1, 0, 4), (1, 1, 0), (1, 3, 3), (1, 4, 3)]",9.316666666666666
"[(0, 5, 6), (1, 1, 2), (1, 2, 1), (1, 2, 4), (1, 3, 1), (1, 3, 3)]",10.363333333333333
"[(0, 2, 4), (1, 1, 1), (1, 1, 3), (1, 1, 4), (1, 3, 0), (1, 3, 3)]",10.093333333333334
"[(0, 4, 2), (1, 0, 4), (1, 1, 0), (1, 1, 1), (1, 3, 2), (1, 4, 0)]",9.406666666666666
"[(1, 0, 0), (1, 0, 1), (1, 1, 3), (1, 1, 4), (1, 2, 4), (1, 4, 2)]",8.936666666666667
"[(0, 1, 4), (0, 4, 6), (0, 5, 2), (1, 3, 0), (1, 4, 0), (1, 4, 2)]",9.796666666666667
"[(0, 2, 4), (1, 0, 2), (1, 0, 4), (1, 1, 2), (1, 3, 4), (1, 4, 3)]",9.816666666666666
"[(0, 4, 2), (1, 0, 2), (1, 1, 0), (1, 1, 4), (1, 2, 3), (1, 4, 0)]",9.4
"[(1, 0, 0), (1, 0, 2), (1, 1, 1), (1, 2, 0), (1, 3, 0), (1, 3, 2)]",9.076666666666666
"[(1, 0, 2), (1, 2, 0), (1, 3, 0), (1, 3, 1), (1, 3, 2), (1, 4, 2)]",8.326666666666666
"[(0, 5, 6), (1, 0, 1), (1, 1, 2), (1, 2, 1), (1, 3, 0), (1, 4, 1)]",10.096666666666666
"[(1, 0, 4), (1, 1, 1), (1, 3, 1), (1, 3, 2), (1, 3, 3), (1, 4, 2)]",9.333333333333334
"[(0, 2, 4), (0, 4, 2), (0, 5, 2), (1, 1, 0), (1, 2, 1), (1, 2, 4)]",9.473333333333333
