modification,parent,index,visited_children,walls,special_cells,leaf,sum_reward,count,layer
,,0,"[1, 2, 6, 7, 11, 15, 16, 17, 21, 25, 29, 30, 31, 32, 36, 40, 44]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]",[],False,519.8099999999997,1000,0
15,0,1,"[66, 99]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 2)]",False,0,15,1
13,0,2,"[3, 59, 91, 136]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3)]",False,2.3900000000000023,21,1
14,2,3,"[4, 202, 387, 595]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 1)]",False,2.3900000000000023,7,2
16,3,4,"[5, 936]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 1), (0, 1)]",False,0.5733333333333341,2,3
19,4,5,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 3), (1, 1), (0, 1), (2, 4)]",True,0.3433333333333337,1,4
8,0,6,"[67, 100, 165, 233, 295, 344, 397, 450, 542]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 3)]",False,0.629999999999999,17,1
3,0,7,"[8, 51, 73, 87, 110, 127, 155, 183, 208, 228, 247, 250, 253, 268]","[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]",[],False,340.40333333333336,443,1
6,7,8,"[9, 326, 451, 599, 617, 644, 686, 705, 761, 803, 809, 827]","[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1)]",False,80.43666666666667,78,2
14,8,9,"[10, 1001, 1041, 1156, 1208]","[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (1, 1)]",False,5.663333333333336,6,3
17,9,10,[],"[(2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (1, 1), (1, 0)]",True,0.7633333333333336,1,4
7,0,11,"[12, 60, 81, 123, 133, 158, 192, 224, 261, 264]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2)]",False,64.95,114,1
8,11,12,"[13, 369, 519, 623, 675, 837, 927, 1119, 1231]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 3)]",False,3.5599999999999987,9,2
12,12,13,[14],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 3), (0, 3)]",False,0.293333333333333,1,3
19,13,14,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 2), (2, 3), (0, 3), (2, 4)]",True,0.293333333333333,1,4
16,0,15,[68],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 1)]",False,0,15,1
11,0,16,"[69, 102, 161, 227, 293, 340]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 3)]",False,1.1999999999999993,18,1
2,0,17,"[18, 48, 76, 90, 122, 151, 204, 214, 260, 298, 325, 358, 393, 424, 484]","[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]",[],False,13.596666666666666,48,1
7,17,18,"[19, 490, 979, 988]","[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]","[(2, 2)]",False,1.8466666666666658,4,2
10,18,19,[20],"[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]","[(2, 2), (3, 0)]",False,0.7833333333333332,1,3
13,19,20,[],"[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]","[(2, 2), (3, 0), (1, 3)]",True,0.7833333333333332,1,4
6,0,21,"[22, 56, 84, 116, 130, 143, 176, 211, 237, 257, 283]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1)]",False,57.573333333333366,98,1
7,21,22,"[23, 406, 559, 593, 732, 750, 854, 856, 905, 1020, 1092]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 2)]",False,8.746666666666664,12,2
8,22,23,[24],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 2), (2, 3)]",False,0.3699999999999992,1,3
9,23,24,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 1), (2, 2), (2, 3), (2, 0)]",True,0.3699999999999992,1,4
0,0,25,"[26, 63, 92, 126, 179, 234, 244, 280, 317, 328, 351, 382, 398, 427, 463, 467, 470]","[(1, 4), (4, 2), (4, 6), (5, 2), (5, 6)]",[],False,17.686666666666667,49,1
8,25,26,"[27, 537, 1064]","[(1, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 3)]",False,0.7599999999999998,3,2
13,26,27,[28],"[(1, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 3), (1, 3)]",False,0.27333333333333343,1,3
19,27,28,[],"[(1, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 3), (1, 3), (2, 4)]",True,0.27333333333333343,1,4
12,0,29,"[70, 105, 167, 207, 271]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(0, 3)]",False,0.7666666666666675,17,1
9,0,30,"[71, 106, 170, 223, 292, 339, 389, 447]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(2, 0)]",False,0.23666666666666636,16,1
10,0,31,"[72, 107, 152, 222, 286, 332, 374]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(3, 0)]",False,1.4366666666666674,19,1
1,0,32,"[33, 55, 80, 119, 140, 186, 189, 199, 221, 256, 287, 311, 342, 363, 366, 373]","[(1, 4), (2, 4), (4, 6), (5, 2), (5, 6)]",[],False,6.333333333333332,32,1
5,32,33,"[34, 446]","[(1, 4), (2, 4), (4, 6), (5, 2)]",[],False,0.7400000000000002,2,2
8,33,34,[35],"[(1, 4), (2, 4), (4, 6), (5, 2)]","[(2, 3)]",False,0.7400000000000002,1,3
14,34,35,[],"[(1, 4), (2, 4), (4, 6), (5, 2)]","[(2, 3), (1, 1)]",True,0.7400000000000002,1,4
5,0,36,"[37, 64, 95, 146, 173, 215, 218, 240, 279, 320, 348, 377]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2)]",[],False,3.2300000000000004,24,1
8,36,37,"[38, 534]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2)]","[(2, 3)]",False,0.28000000000000114,2,2
9,37,38,[39],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2)]","[(2, 3), (2, 0)]",False,0.1966666666666672,1,3
14,38,39,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2)]","[(2, 3), (2, 0), (1, 1)]",True,0.1966666666666672,1,4
4,0,40,"[41, 54, 79, 113, 137, 180, 195, 231, 274, 304, 331, 360, 401]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 6)]",[],False,7.260000000000003,34,1
5,40,41,"[42, 432, 975, 1082]","[(1, 4), (2, 4), (4, 2), (4, 6)]",[],False,2.246666666666668,4,2
10,41,42,[43],"[(1, 4), (2, 4), (4, 2), (4, 6)]","[(3, 0)]",False,0.7633333333333336,1,3
14,42,43,[],"[(1, 4), (2, 4), (4, 2), (4, 6)]","[(3, 0), (1, 1)]",True,0.7633333333333336,1,4
14,0,44,"[45, 65, 98]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 1)]",False,2.116666666666662,20,1
15,44,45,"[46, 149, 309]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 1), (1, 2)]",False,2.116666666666662,8,2
16,45,46,"[47, 698]","[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 1), (1, 2), (0, 1)]",False,0.44666666666666544,2,3
17,46,47,[],"[(1, 4), (2, 4), (4, 2), (4, 6), (5, 2), (5, 6)]","[(1, 1), (1, 2), (0, 1), (1, 0)]",True,0.16666666666666607,1,4
8,17,48,"[49, 494, 994]","[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]","[(2, 3)]",False,0.043333333333333,3,2
14,48,49,[50],"[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]","[(2, 3), (1, 1)]",False,0.043333333333333,1,3
17,49,50,[],"[(1, 4), (2, 4), (4, 2), (5, 2), (5, 6)]","[(2, 3), (1, 1), (1, 0)]",True,0.043333333333333,1,4
