vector,average
"[(0, 4, 2), (1, 1, 2), (1, 4, 0)]",8.81
"[(0, 1, 4), (1, 2, 2), (1, 4, 2)]",9.57
"[(0, 5, 6), (1, 0, 2), (1, 4, 0)]",8.06
"[(0, 5, 6), (1, 0, 3), (1, 1, 2)]",8.87
"[(0, 4, 2), (1, 2, 4), (1, 4, 0)]",8.31
"[(0, 4, 6), (1, 1, 3), (1, 3, 3)]",8.933333333333334
"[(1, 0, 2), (1, 1, 0), (1, 4, 4)]",8.166666666666666
"[(0, 4, 2), (0, 5, 2), (1, 3, 2)]",8.663333333333334
"[(1, 1, 0), (1, 1, 2), (1, 3, 3)]",9.1
"[(0, 4, 2), (1, 3, 0), (1, 3, 1)]",8.663333333333334
"[(0, 4, 6), (1, 1, 0), (1, 1, 2)]",8.83
"[(0, 5, 2), (1, 0, 2), (1, 3, 0)]",8.266666666666667
"[(1, 0, 2), (1, 0, 3), (1, 0, 4)]",8.24
"[(0, 4, 2), (1, 2, 2), (1, 4, 2)]",9.246666666666666
"[(0, 5, 6), (1, 1, 0), (1, 2, 1)]",9.483333333333333
"[(0, 5, 2), (1, 2, 2), (1, 4, 1)]",9.493333333333334
"[(0, 4, 2), (0, 4, 6), (1, 1, 2)]",9.156666666666666
"[(0, 4, 2), (1, 0, 4), (1, 2, 1)]",9.23
"[(0, 4, 2), (1, 1, 1), (1, 1, 4)]",8.943333333333333
"[(1, 0, 1), (1, 3, 1), (1, 4, 4)]",8.08
"[(1, 2, 0), (1, 4, 0), (1, 4, 2)]",7.95
"[(1, 0, 4), (1, 2, 3), (1, 2, 4)]",8.64
"[(1, 0, 4), (1, 2, 3), (1, 3, 4)]",8.69
"[(1, 0, 3), (1, 1, 4), (1, 3, 1)]",8.38
"[(1, 0, 2), (1, 1, 2), (1, 3, 4)]",8.706666666666667
"[(1, 0, 2), (1, 1, 0), (1, 4, 4)]",8.166666666666666
"[(1, 0, 0), (1, 3, 2), (1, 4, 2)]",8.236666666666666
"[(1, 1, 0), (1, 2, 3), (1, 3, 1)]",8.666666666666666
"[(0, 4, 2), (1, 3, 3), (1, 4, 3)]",8.36
"[(0, 5, 6), (1, 0, 4), (1, 2, 4)]",8.35
"[(0, 4, 2), (1, 0, 1), (1, 3, 2)]",8.326666666666666
