vector,average
"[(0, 1, 4), (1, 3, 4)]",9.06
"[(0, 1, 4), (1, 3, 0)]",9.103333333333333
"[(0, 4, 2), (1, 1, 1)]",8.633333333333333
"[(0, 4, 6), (1, 1, 1)]",8.633333333333333
"[(0, 5, 6), (1, 1, 2)]",8.663333333333334
"[(1, 0, 3), (1, 3, 0)]",8.34
"[(0, 1, 4), (1, 1, 0)]",9.123333333333333
"[(0, 5, 2), (1, 1, 1)]",8.673333333333334
"[(0, 4, 2), (1, 2, 3)]",8.686666666666667
"[(0, 5, 6), (1, 2, 0)]",8.26
"[(0, 5, 6), (1, 3, 4)]",8.213333333333333
"[(1, 1, 1), (1, 2, 0)]",8.553333333333333
"[(1, 1, 1), (1, 1, 3)]",9.23
"[(0, 4, 6), (1, 1, 2)]",8.623333333333333
"[(0, 5, 2), (0, 5, 6)]",9.016666666666667
"[(1, 2, 2), (1, 2, 3)]",8.973333333333333
"[(0, 4, 6), (1, 2, 2)]",8.9
"[(0, 2, 4), (1, 1, 2)]",9.373333333333333
"[(1, 2, 2), (1, 3, 3)]",9.21
"[(0, 4, 2), (0, 5, 6)]",8.543333333333333
"[(0, 1, 4), (0, 4, 6)]",8.976666666666667
"[(0, 1, 4), (1, 2, 4)]",9.04
"[(1, 2, 2), (1, 2, 3)]",8.973333333333333
"[(1, 2, 2), (1, 2, 3)]",8.973333333333333
"[(0, 2, 4), (1, 1, 3)]",9.016666666666667
"[(0, 2, 4), (1, 2, 1)]",9.176666666666666
"[(0, 1, 4), (0, 5, 2)]",9.016666666666667
"[(0, 5, 6), (1, 2, 3)]",8.46
"[(0, 4, 2), (1, 1, 0)]",8.216666666666667
"[(1, 1, 3), (1, 3, 4)]",8.77
"[(0, 1, 4), (1, 2, 2)]",9.56
"[(1, 1, 3), (1, 1, 4)]",8.71
"[(0, 4, 2), (1, 3, 4)]",8.173333333333334
"[(1, 0, 3), (1, 3, 0)]",8.343333333333334
"[(1, 1, 3), (1, 3, 0)]",8.813333333333333
"[(0, 5, 6), (1, 2, 2)]",8.94
"[(0, 4, 6), (0, 5, 2)]",8.563333333333333
"[(0, 1, 4), (1, 1, 3)]",9.49
"[(1, 1, 2), (1, 2, 1)]",9.523333333333333
"[(0, 2, 4), (1, 1, 1)]",9.373333333333333
"[(0, 4, 2), (0, 5, 6)]",8.543333333333333
"[(1, 2, 0), (1, 2, 4)]",8.043333333333333
"[(1, 1, 2), (1, 2, 0)]",8.543333333333333
"[(1, 1, 3), (1, 3, 4)]",8.77
