vector,average
"[(0, 4, 2), (1, 2, 1)]",8.95
"[(0, 4, 2), (0, 5, 2)]",8.05
"[(1, 1, 4), (1, 3, 0)]",8.446666666666667
"[(0, 4, 2), (1, 2, 4)]",8.123333333333333
"[(1, 2, 3), (1, 2, 4)]",8.453333333333333
"[(0, 4, 2), (0, 4, 6)]",8.543333333333333
"[(0, 2, 4), (0, 5, 2)]",8.583333333333334
"[(1, 1, 0), (1, 2, 4)]",8.25
"[(0, 5, 6), (1, 1, 4)]",8.36
"[(1, 2, 3), (1, 2, 4)]",8.453333333333333
"[(0, 4, 6), (1, 0, 3)]",8.216666666666667
"[(0, 2, 4), (1, 3, 3)]",8.813333333333333
"[(0, 2, 4), (1, 2, 2)]",9.126666666666667
"[(0, 1, 4), (1, 1, 2)]",9.55
"[(1, 0, 1), (1, 1, 2)]",8.553333333333333
"[(0, 4, 2), (1, 3, 0)]",8.216666666666667
"[(1, 1, 4), (1, 2, 2)]",9.17
"[(0, 1, 4), (1, 0, 3)]",9.0
"[(1, 1, 0), (1, 2, 1)]",9.116666666666667
"[(0, 2, 4), (1, 0, 1)]",8.68
"[(1, 1, 2), (1, 2, 4)]",8.656666666666666
"[(0, 2, 4), (1, 0, 3)]",8.67
"[(0, 1, 4), (1, 1, 1)]",9.53
"[(1, 1, 2), (1, 1, 4)]",8.646666666666667
"[(0, 4, 2), (1, 0, 1)]",8.02
"[(1, 0, 1), (1, 1, 1)]",8.553333333333333
"[(0, 5, 2), (1, 2, 0)]",8.05
"[(0, 5, 2), (1, 2, 0)]",8.05
"[(0, 1, 4), (1, 1, 4)]",9.143333333333333
"[(0, 5, 2), (1, 3, 3)]",8.4
"[(1, 1, 0), (1, 2, 2)]",9.066666666666666
"[(1, 1, 2), (1, 2, 3)]",8.656666666666666
"[(1, 1, 2), (1, 1, 3)]",8.666666666666666
"[(1, 2, 0), (1, 3, 0)]",8.136666666666667
"[(1, 1, 0), (1, 1, 2)]",8.75
"[(0, 2, 4), (1, 0, 1)]",8.68
"[(1, 1, 1), (1, 1, 2)]",9.166666666666666
"[(0, 5, 6), (1, 3, 0)]",8.256666666666666
"[(1, 2, 3), (1, 3, 0)]",8.546666666666667
"[(0, 1, 4), (1, 1, 2)]",9.55
"[(0, 4, 2), (1, 3, 0)]",8.216666666666667
"[(0, 5, 2), (1, 1, 0)]",8.256666666666666
"[(1, 1, 2), (1, 2, 0)]",8.543333333333333
"[(0, 5, 2), (1, 1, 2)]",8.663333333333334
"[(1, 0, 1), (1, 2, 1)]",8.91
"[(0, 1, 4), (1, 2, 3)]",9.326666666666666
"[(1, 0, 1), (1, 0, 3)]",8.146666666666667
"[(1, 2, 3), (1, 2, 4)]",8.453333333333333
"[(0, 4, 6), (1, 1, 3)]",8.686666666666667
"[(1, 2, 0), (1, 3, 0)]",8.136666666666667
"[(0, 5, 2), (1, 1, 1)]",8.673333333333334
"[(0, 1, 4), (0, 5, 6)]",9.016666666666667
"[(0, 5, 2), (1, 3, 0)]",8.256666666666666
"[(0, 5, 2), (1, 0, 3)]",8.256666666666666
"[(0, 2, 4), (0, 5, 2)]",8.583333333333334
"[(1, 1, 1), (1, 1, 3)]",9.23
"[(1, 1, 0), (1, 2, 0)]",8.136666666666667
"[(0, 4, 6), (1, 2, 2)]",8.9
"[(0, 4, 6), (1, 2, 0)]",8.226666666666667
"[(0, 4, 6), (1, 1, 0)]",8.216666666666667
"[(0, 5, 2), (1, 1, 3)]",8.726666666666667
"[(1, 0, 1), (1, 2, 0)]",7.94
"[(0, 5, 2), (1, 3, 3)]",8.4
"[(1, 0, 3), (1, 3, 0)]",8.343333333333334
"[(0, 4, 2), (1, 3, 3)]",8.36
"[(1, 1, 0), (1, 2, 2)]",9.066666666666666
"[(1, 1, 1), (1, 1, 2)]",9.166666666666666
"[(0, 1, 4), (0, 5, 2)]",9.016666666666667
"[(0, 5, 2), (1, 2, 4)]",8.163333333333334
"[(1, 0, 3), (1, 2, 3)]",8.546666666666667
"[(1, 1, 4), (1, 2, 1)]",9.22
"[(0, 2, 4), (1, 3, 3)]",8.813333333333333
"[(0, 5, 6), (1, 2, 3)]",8.46
"[(0, 1, 4), (0, 4, 2)]",8.976666666666667
"[(1, 1, 4), (1, 2, 2)]",9.17
"[(1, 1, 1), (1, 2, 4)]",8.666666666666666
"[(1, 0, 3), (1, 2, 2)]",9.066666666666666
"[(1, 1, 0), (1, 3, 3)]",8.486666666666666
"[(0, 4, 2), (1, 3, 0)]",8.216666666666667
"[(1, 2, 4), (1, 3, 0)]",8.25
"[(1, 0, 3), (1, 2, 1)]",9.116666666666667
"[(0, 1, 4), (1, 2, 4)]",9.04
"[(0, 2, 4), (1, 1, 2)]",9.373333333333333
"[(0, 1, 4), (1, 0, 3)]",9.0
"[(1, 1, 0), (1, 3, 0)]",8.343333333333334
"[(0, 2, 4), (1, 2, 2)]",9.126666666666667
"[(0, 1, 4), (1, 1, 1)]",9.53
"[(0, 5, 2), (1, 3, 3)]",8.4
"[(0, 5, 6), (1, 1, 4)]",8.36
"[(1, 1, 3), (1, 2, 4)]",8.72
"[(1, 0, 3), (1, 1, 1)]",8.76
"[(0, 5, 2), (1, 3, 3)]",8.4
"[(0, 1, 4), (0, 4, 6)]",8.976666666666667
"[(1, 1, 2), (1, 1, 3)]",8.666666666666666
"[(0, 4, 6), (1, 1, 4)]",8.32
"[(0, 5, 2), (0, 5, 6)]",9.016666666666667
"[(0, 5, 2), (1, 1, 1)]",8.673333333333334
"[(0, 4, 2), (1, 2, 1)]",8.95
"[(0, 5, 2), (1, 1, 2)]",8.663333333333334
"[(1, 0, 1), (1, 2, 0)]",7.94
"[(1, 0, 3), (1, 2, 4)]",8.25
"[(0, 1, 4), (0, 4, 2)]",8.976666666666667
"[(0, 5, 6), (1, 1, 0)]",8.256666666666666
"[(1, 2, 0), (1, 3, 3)]",8.28
"[(0, 4, 2), (1, 2, 2)]",9.236666666666666
"[(1, 1, 3), (1, 2, 2)]",9.536666666666667
"[(0, 4, 2), (1, 1, 0)]",8.216666666666667
"[(0, 2, 4), (0, 4, 6)]",8.543333333333333
"[(1, 1, 3), (1, 3, 0)]",8.813333333333333
