vector,average
"[(1, 1, 3), (1, 2, 3), (1, 3, 3)]",8.846666666666666
"[(0, 2, 4), (1, 1, 3), (1, 2, 0)]",9.126666666666667
"[(0, 4, 2), (1, 2, 3), (1, 3, 0)]",8.893333333333333
"[(0, 1, 4), (1, 2, 1), (1, 2, 2)]",9.956666666666667
"[(0, 2, 4), (1, 1, 3), (1, 2, 1)]",9.73
"[(0, 2, 4), (1, 0, 1), (1, 3, 0)]",8.886666666666667
"[(0, 2, 4), (1, 1, 0), (1, 2, 3)]",8.996666666666666
"[(0, 5, 6), (1, 1, 1), (1, 2, 0)]",8.786666666666667
"[(0, 5, 2), (1, 1, 2), (1, 1, 4)]",8.766666666666667
"[(0, 5, 6), (1, 3, 0), (1, 3, 3)]",8.623333333333333
"[(1, 0, 3), (1, 1, 2), (1, 2, 1)]",9.73
"[(0, 5, 2), (1, 1, 1), (1, 1, 3)]",9.35
"[(0, 5, 2), (1, 1, 3), (1, 2, 1)]",9.666666666666666
"[(0, 4, 2), (1, 1, 4), (1, 2, 2)]",9.546666666666667
"[(1, 1, 0), (1, 1, 4), (1, 2, 1)]",9.393333333333333
"[(0, 2, 4), (0, 5, 2), (1, 2, 4)]",8.726666666666667
"[(0, 4, 6), (0, 5, 6), (1, 2, 4)]",8.163333333333334
"[(1, 0, 3), (1, 2, 0), (1, 2, 1)]",9.116666666666667
"[(0, 5, 6), (1, 0, 3), (1, 1, 4)]",8.38
"[(1, 1, 1), (1, 1, 2), (1, 2, 3)]",9.28
"[(0, 4, 2), (1, 0, 1), (1, 0, 3)]",8.226666666666667
"[(0, 4, 2), (0, 5, 6), (1, 0, 1)]",8.553333333333333
"[(0, 1, 4), (1, 0, 1), (1, 2, 4)]",9.266666666666667
"[(1, 0, 3), (1, 2, 4), (1, 3, 3)]",8.6
"[(0, 5, 2), (1, 0, 1), (1, 1, 4)]",8.37
"[(0, 1, 4), (1, 2, 3), (1, 3, 0)]",9.533333333333333
"[(0, 1, 4), (0, 2, 4), (1, 2, 4)]",9.04
"[(0, 4, 2), (1, 1, 3), (1, 3, 3)]",8.933333333333334
"[(0, 4, 2), (1, 0, 1), (1, 1, 3)]",8.696666666666667
"[(1, 0, 1), (1, 2, 2), (1, 3, 3)]",9.22
"[(0, 1, 4), (1, 1, 4), (1, 2, 3)]",9.543333333333333
"[(0, 2, 4), (1, 0, 1), (1, 0, 3)]",8.886666666666667
"[(1, 1, 3), (1, 2, 1), (1, 3, 3)]",9.833333333333334
"[(0, 1, 4), (0, 2, 4), (1, 1, 4)]",9.143333333333333
"[(1, 0, 1), (1, 1, 4), (1, 2, 4)]",8.26
"[(1, 0, 3), (1, 3, 0), (1, 3, 3)]",8.693333333333333
"[(0, 4, 2), (1, 1, 0), (1, 2, 2)]",9.443333333333333
"[(1, 1, 4), (1, 2, 2), (1, 3, 3)]",9.52
"[(0, 5, 6), (1, 0, 1), (1, 1, 4)]",8.37
"[(1, 1, 3), (1, 2, 1), (1, 2, 2)]",9.933333333333334
"[(1, 0, 1), (1, 1, 0), (1, 3, 3)]",8.49
"[(0, 1, 4), (1, 1, 0), (1, 2, 2)]",9.673333333333334
"[(0, 1, 4), (1, 2, 1), (1, 3, 3)]",9.96
